Domain,Area,Element,Item,Year,Value
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Chemical wood pulp, sulphite, bleached","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Pulp from fibres other than wood","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Pulp from fibres other than wood","2016","33"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Pulp from fibres other than wood","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Recovered paper","2016","15000"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Recovered paper","2016","78"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Recovered paper","2016","10028"
"Forestry Production and Trade","Republic of Moldova","Production","Newsprint","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Newsprint","2016","2900"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Newsprint","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Printing and writing papers","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Printing and writing papers","2016","8210"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Printing and writing papers","2016","8"
"Forestry Production and Trade","Republic of Moldova","Production","Printing and writing papers, uncoated, mechanical","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","36"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Printing and writing papers, uncoated, wood free","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Printing and writing papers, uncoated, wood free","2016","5184"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Printing and writing papers, uncoated, wood free","2016","5"
"Forestry Production and Trade","Republic of Moldova","Production","Printing and writing papers, coated","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Printing and writing papers, coated","2016","2990"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Printing and writing papers, coated","2016","3"
"Forestry Production and Trade","Republic of Moldova","Production","Other paper and paperboard","2016","9000"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Other paper and paperboard","2016","24695"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Other paper and paperboard","2016","4797"
"Forestry Production and Trade","Republic of Moldova","Production","Household and sanitary papers","2016","7000"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Household and sanitary papers","2016","1850"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Household and sanitary papers","2016","2109"
"Forestry Production and Trade","Republic of Moldova","Production","Wrapping and packaging paper and paperboard","2016","2000"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Wrapping and packaging paper and paperboard","2016","22305"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Wrapping and packaging paper and paperboard","2016","2578"
"Forestry Production and Trade","Republic of Moldova","Production","Case materials","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Case materials","2016","3400"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Case materials","2016","907"
"Forestry Production and Trade","Republic of Moldova","Production","Cartonboard","2016","2000"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Cartonboard","2016","1950"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Cartonboard","2016","14"
"Forestry Production and Trade","Republic of Moldova","Production","Wrapping papers","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Wrapping papers","2016","16800"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Wrapping papers","2016","1657"
"Forestry Production and Trade","Republic of Moldova","Production","Other papers mainly for packaging","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Other papers mainly for packaging","2016","155"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Other papers mainly for packaging","2016","0"
"Forestry Production and Trade","Republic of Moldova","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","0"
"Forestry Production and Trade","Republic of Moldova","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","540"
"Forestry Production and Trade","Republic of Moldova","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","110"
"Forestry Production and Trade","Romania","Production","Wood fuel, coniferous (production)","2016","776513"
"Forestry Production and Trade","Romania","Production","Wood fuel, non-coniferous (production)","2016","4105202"
"Forestry Production and Trade","Romania","Import Quantity","Wood fuel, all species (export/import)","2016","653798"
"Forestry Production and Trade","Romania","Export Quantity","Wood fuel, all species (export/import)","2016","79487"
"Forestry Production and Trade","Romania","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","1616787"
"Forestry Production and Trade","Romania","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","27964"
"Forestry Production and Trade","Romania","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","372"
"Forestry Production and Trade","Romania","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","152068"
"Forestry Production and Trade","Romania","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","56516"
"Forestry Production and Trade","Romania","Production","Sawlogs and veneer logs, coniferous","2016","4386855"
"Forestry Production and Trade","Romania","Production","Sawlogs and veneer logs, non-coniferous","2016","4605853"
"Forestry Production and Trade","Romania","Production","Pulpwood, round and split, coniferous (production)","2016","291123"
"Forestry Production and Trade","Romania","Production","Pulpwood, round and split, non-coniferous (production)","2016","753534"
"Forestry Production and Trade","Romania","Production","Other industrial roundwood, coniferous (production)","2016","276224"
"Forestry Production and Trade","Romania","Production","Other industrial roundwood, non-coniferous (production)","2016","732122"
"Forestry Production and Trade","Romania","Production","Wood charcoal","2016","2211"
"Forestry Production and Trade","Romania","Import Quantity","Wood charcoal","2016","13168"
"Forestry Production and Trade","Romania","Export Quantity","Wood charcoal","2016","7103"
"Forestry Production and Trade","Romania","Production","Wood chips and particles","2016","350000"
"Forestry Production and Trade","Romania","Import Quantity","Wood chips and particles","2016","14700"
"Forestry Production and Trade","Romania","Export Quantity","Wood chips and particles","2016","22687"
"Forestry Production and Trade","Romania","Production","Wood residues","2016","2200000"
"Forestry Production and Trade","Romania","Import Quantity","Wood residues","2016","3147"
"Forestry Production and Trade","Romania","Export Quantity","Wood residues","2016","11890"
"Forestry Production and Trade","Romania","Production","Wood pellets","2016","700000"
"Forestry Production and Trade","Romania","Import Quantity","Wood pellets","2016","13830"
"Forestry Production and Trade","Romania","Export Quantity","Wood pellets","2016","261106"
"Forestry Production and Trade","Romania","Production","Other agglomerates","2016","200000"
"Forestry Production and Trade","Romania","Import Quantity","Other agglomerates","2016","3511"
"Forestry Production and Trade","Romania","Export Quantity","Other agglomerates","2016","59373"
"Forestry Production and Trade","Romania","Production","Sawnwood, coniferous","2016","4100000"
"Forestry Production and Trade","Romania","Import Quantity","Sawnwood, coniferous","2016","240861"
"Forestry Production and Trade","Romania","Export Quantity","Sawnwood, coniferous","2016","1404848"
"Forestry Production and Trade","Romania","Production","Sawnwood, non-coniferous all","2016","1500000"
"Forestry Production and Trade","Romania","Import Quantity","Sawnwood, non-coniferous all","2016","89102"
"Forestry Production and Trade","Romania","Export Quantity","Sawnwood, non-coniferous all","2016","627382"
"Forestry Production and Trade","Romania","Production","Veneer sheets","2016","180000"
"Forestry Production and Trade","Romania","Import Quantity","Veneer sheets","2016","31875"
"Forestry Production and Trade","Romania","Export Quantity","Veneer sheets","2016","85643"
"Forestry Production and Trade","Romania","Production","Plywood","2016","331113"
"Forestry Production and Trade","Romania","Import Quantity","Plywood","2016","85546"
"Forestry Production and Trade","Romania","Export Quantity","Plywood","2016","143571"
"Forestry Production and Trade","Romania","Production","Particle board","2016","3261102"
"Forestry Production and Trade","Romania","Import Quantity","Particle board","2016","232400"
"Forestry Production and Trade","Romania","Export Quantity","Particle board","2016","1085828"
"Forestry Production and Trade","Romania","Production","OSB","2016","1638898"
"Forestry Production and Trade","Romania","Import Quantity","OSB","2016","63982"
"Forestry Production and Trade","Romania","Export Quantity","OSB","2016","910772"
"Forestry Production and Trade","Romania","Production","Hardboard","2016","150000"
"Forestry Production and Trade","Romania","Import Quantity","Hardboard","2016","165864"
"Forestry Production and Trade","Romania","Export Quantity","Hardboard","2016","60170"
"Forestry Production and Trade","Romania","Production","MDF/HDF","2016","650000"
"Forestry Production and Trade","Romania","Import Quantity","MDF/HDF","2016","132703"
"Forestry Production and Trade","Romania","Export Quantity","MDF/HDF","2016","341880"
"Forestry Production and Trade","Romania","Production","Other fibreboard","2016","13688"
"Forestry Production and Trade","Romania","Import Quantity","Other fibreboard","2016","12004"
"Forestry Production and Trade","Romania","Export Quantity","Other fibreboard","2016","636"
"Forestry Production and Trade","Romania","Production","Mechanical wood pulp","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Mechanical wood pulp","2016","196"
"Forestry Production and Trade","Romania","Export Quantity","Mechanical wood pulp","2016","0"
"Forestry Production and Trade","Romania","Production","Semi-chemical wood pulp","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Semi-chemical wood pulp","2016","146"
"Forestry Production and Trade","Romania","Export Quantity","Semi-chemical wood pulp","2016","0"
"Forestry Production and Trade","Romania","Production","Chemical wood pulp","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Chemical wood pulp","2016","152395"
"Forestry Production and Trade","Romania","Export Quantity","Chemical wood pulp","2016","6"
"Forestry Production and Trade","Romania","Production","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","1681"
"Forestry Production and Trade","Romania","Export Quantity","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","Romania","Production","Chemical wood pulp, sulphate, bleached","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","150309"
"Forestry Production and Trade","Romania","Export Quantity","Chemical wood pulp, sulphate, bleached","2016","0"
"Forestry Production and Trade","Romania","Production","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Romania","Export Quantity","Chemical wood pulp, sulphite, unbleached","2016","0"
"Forestry Production and Trade","Romania","Production","Chemical wood pulp, sulphite, bleached","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Chemical wood pulp, sulphite, bleached","2016","405"
"Forestry Production and Trade","Romania","Export Quantity","Chemical wood pulp, sulphite, bleached","2016","6"
"Forestry Production and Trade","Romania","Production","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Romania","Export Quantity","Dissolving wood pulp","2016","0"
"Forestry Production and Trade","Romania","Production","Pulp from fibres other than wood","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Pulp from fibres other than wood","2016","864"
"Forestry Production and Trade","Romania","Export Quantity","Pulp from fibres other than wood","2016","30"
"Forestry Production and Trade","Romania","Production","Recovered paper","2016","510000"
"Forestry Production and Trade","Romania","Import Quantity","Recovered paper","2016","14676"
"Forestry Production and Trade","Romania","Export Quantity","Recovered paper","2016","140333"
"Forestry Production and Trade","Romania","Production","Newsprint","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Newsprint","2016","54766"
"Forestry Production and Trade","Romania","Export Quantity","Newsprint","2016","286"
"Forestry Production and Trade","Romania","Production","Printing and writing papers","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Printing and writing papers","2016","237456"
"Forestry Production and Trade","Romania","Export Quantity","Printing and writing papers","2016","2188"
"Forestry Production and Trade","Romania","Production","Printing and writing papers, uncoated, mechanical","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","48667"
"Forestry Production and Trade","Romania","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","579"
"Forestry Production and Trade","Romania","Production","Printing and writing papers, uncoated, wood free","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Printing and writing papers, uncoated, wood free","2016","120884"
"Forestry Production and Trade","Romania","Export Quantity","Printing and writing papers, uncoated, wood free","2016","924"
"Forestry Production and Trade","Romania","Production","Printing and writing papers, coated","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Printing and writing papers, coated","2016","67905"
"Forestry Production and Trade","Romania","Export Quantity","Printing and writing papers, coated","2016","685"
"Forestry Production and Trade","Romania","Production","Other paper and paperboard","2016","400708"
"Forestry Production and Trade","Romania","Import Quantity","Other paper and paperboard","2016","375655"
"Forestry Production and Trade","Romania","Export Quantity","Other paper and paperboard","2016","175089"
"Forestry Production and Trade","Romania","Production","Household and sanitary papers","2016","48000"
"Forestry Production and Trade","Romania","Import Quantity","Household and sanitary papers","2016","15967"
"Forestry Production and Trade","Romania","Export Quantity","Household and sanitary papers","2016","59073"
"Forestry Production and Trade","Romania","Production","Wrapping and packaging paper and paperboard","2016","352708"
"Forestry Production and Trade","Romania","Import Quantity","Wrapping and packaging paper and paperboard","2016","349321"
"Forestry Production and Trade","Romania","Export Quantity","Wrapping and packaging paper and paperboard","2016","115473"
"Forestry Production and Trade","Romania","Production","Case materials","2016","222260"
"Forestry Production and Trade","Romania","Import Quantity","Case materials","2016","183709"
"Forestry Production and Trade","Romania","Export Quantity","Case materials","2016","85080"
"Forestry Production and Trade","Romania","Production","Cartonboard","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Cartonboard","2016","94117"
"Forestry Production and Trade","Romania","Export Quantity","Cartonboard","2016","15810"
"Forestry Production and Trade","Romania","Production","Wrapping papers","2016","106102"
"Forestry Production and Trade","Romania","Import Quantity","Wrapping papers","2016","43813"
"Forestry Production and Trade","Romania","Export Quantity","Wrapping papers","2016","13920"
"Forestry Production and Trade","Romania","Production","Other papers mainly for packaging","2016","24346"
"Forestry Production and Trade","Romania","Import Quantity","Other papers mainly for packaging","2016","27682"
"Forestry Production and Trade","Romania","Export Quantity","Other papers mainly for packaging","2016","663"
"Forestry Production and Trade","Romania","Production","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","0"
"Forestry Production and Trade","Romania","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","10367"
"Forestry Production and Trade","Romania","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","543"
"Forestry Production and Trade","Rwanda","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Rwanda","Production","Wood fuel, non-coniferous (production)","2016","5000000"
"Forestry Production and Trade","Rwanda","Import Quantity","Wood fuel, all species (export/import)","2016","14"
"Forestry Production and Trade","Rwanda","Export Quantity","Wood fuel, all species (export/import)","2016","20"
"Forestry Production and Trade","Rwanda","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","888"
"Forestry Production and Trade","Rwanda","Export Quantity","Industrial roundwood, coniferous (export/import)","2016","12"
"Forestry Production and Trade","Rwanda","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","43"
"Forestry Production and Trade","Rwanda","Export Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","2"
"Forestry Production and Trade","Rwanda","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","1742"
"Forestry Production and Trade","Rwanda","Export Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","3"
"Forestry Production and Trade","Rwanda","Production","Sawlogs and veneer logs, coniferous","2016","98000"
"Forestry Production and Trade","Rwanda","Production","Sawlogs and veneer logs, non-coniferous","2016","863927"
"Forestry Production and Trade","Rwanda","Production","Other industrial roundwood, non-coniferous (production)","2016","250000"
"Forestry Production and Trade","Rwanda","Production","Wood charcoal","2016","48000"
"Forestry Production and Trade","Rwanda","Import Quantity","Wood charcoal","2016","7"
"Forestry Production and Trade","Rwanda","Export Quantity","Wood charcoal","2016","406"
"Forestry Production and Trade","Rwanda","Import Quantity","Wood chips and particles","2016","30"
"Forestry Production and Trade","Rwanda","Import Quantity","Wood residues","2016","124"
"Forestry Production and Trade","Rwanda","Export Quantity","Wood residues","2016","628"
"Forestry Production and Trade","Rwanda","Production","Sawnwood, coniferous","2016","50000"
"Forestry Production and Trade","Rwanda","Import Quantity","Sawnwood, coniferous","2016","79"
"Forestry Production and Trade","Rwanda","Export Quantity","Sawnwood, coniferous","2016","6"
"Forestry Production and Trade","Rwanda","Production","Sawnwood, non-coniferous all","2016","85000"
"Forestry Production and Trade","Rwanda","Import Quantity","Sawnwood, non-coniferous all","2016","1940"
"Forestry Production and Trade","Rwanda","Export Quantity","Sawnwood, non-coniferous all","2016","6"
"Forestry Production and Trade","Rwanda","Import Quantity","Veneer sheets","2016","3"
"Forestry Production and Trade","Rwanda","Export Quantity","Veneer sheets","2016","45"
"Forestry Production and Trade","Rwanda","Production","Plywood","2016","0"
"Forestry Production and Trade","Rwanda","Import Quantity","Plywood","2016","4620"
"Forestry Production and Trade","Rwanda","Export Quantity","Plywood","2016","3"
"Forestry Production and Trade","Rwanda","Import Quantity","Particle board","2016","78"
"Forestry Production and Trade","Rwanda","Export Quantity","Particle board","2016","10"
"Forestry Production and Trade","Rwanda","Import Quantity","OSB","2016","3"
"Forestry Production and Trade","Rwanda","Import Quantity","Hardboard","2016","12"
"Forestry Production and Trade","Rwanda","Export Quantity","Hardboard","2016","12"
"Forestry Production and Trade","Rwanda","Import Quantity","MDF/HDF","2016","3731"
"Forestry Production and Trade","Rwanda","Export Quantity","MDF/HDF","2016","2"
"Forestry Production and Trade","Rwanda","Import Quantity","Other fibreboard","2016","39"
"Forestry Production and Trade","Rwanda","Export Quantity","Other fibreboard","2016","3"
"Forestry Production and Trade","Rwanda","Import Quantity","Mechanical wood pulp","2016","143"
"Forestry Production and Trade","Rwanda","Import Quantity","Semi-chemical wood pulp","2016","171"
"Forestry Production and Trade","Rwanda","Import Quantity","Chemical wood pulp","2016","100"
"Forestry Production and Trade","Rwanda","Export Quantity","Chemical wood pulp","2016","0"
"Forestry Production and Trade","Rwanda","Import Quantity","Chemical wood pulp, sulphate, unbleached","2016","3"
"Forestry Production and Trade","Rwanda","Export Quantity","Chemical wood pulp, sulphate, unbleached","2016","0"
"Forestry Production and Trade","Rwanda","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","97"
"Forestry Production and Trade","Rwanda","Import Quantity","Dissolving wood pulp","2016","105"
"Forestry Production and Trade","Rwanda","Import Quantity","Pulp from fibres other than wood","2016","74"
"Forestry Production and Trade","Rwanda","Import Quantity","Recovered paper","2016","321"
"Forestry Production and Trade","Rwanda","Export Quantity","Recovered paper","2016","55"
"Forestry Production and Trade","Rwanda","Import Quantity","Newsprint","2016","1201"
"Forestry Production and Trade","Rwanda","Export Quantity","Newsprint","2016","6"
"Forestry Production and Trade","Rwanda","Import Quantity","Printing and writing papers","2016","4282"
"Forestry Production and Trade","Rwanda","Export Quantity","Printing and writing papers","2016","694"
"Forestry Production and Trade","Rwanda","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","12"
"Forestry Production and Trade","Rwanda","Export Quantity","Printing and writing papers, uncoated, mechanical","2016","11"
"Forestry Production and Trade","Rwanda","Import Quantity","Printing and writing papers, uncoated, wood free","2016","3649"
"Forestry Production and Trade","Rwanda","Export Quantity","Printing and writing papers, uncoated, wood free","2016","544"
"Forestry Production and Trade","Rwanda","Import Quantity","Printing and writing papers, coated","2016","621"
"Forestry Production and Trade","Rwanda","Export Quantity","Printing and writing papers, coated","2016","139"
"Forestry Production and Trade","Rwanda","Import Quantity","Other paper and paperboard","2016","5792"
"Forestry Production and Trade","Rwanda","Export Quantity","Other paper and paperboard","2016","83"
"Forestry Production and Trade","Rwanda","Import Quantity","Household and sanitary papers","2016","2271"
"Forestry Production and Trade","Rwanda","Export Quantity","Household and sanitary papers","2016","13"
"Forestry Production and Trade","Rwanda","Import Quantity","Wrapping and packaging paper and paperboard","2016","3237"
"Forestry Production and Trade","Rwanda","Export Quantity","Wrapping and packaging paper and paperboard","2016","21"
"Forestry Production and Trade","Rwanda","Import Quantity","Case materials","2016","653"
"Forestry Production and Trade","Rwanda","Export Quantity","Case materials","2016","13"
"Forestry Production and Trade","Rwanda","Import Quantity","Cartonboard","2016","237"
"Forestry Production and Trade","Rwanda","Export Quantity","Cartonboard","2016","5"
"Forestry Production and Trade","Rwanda","Import Quantity","Wrapping papers","2016","2343"
"Forestry Production and Trade","Rwanda","Export Quantity","Wrapping papers","2016","3"
"Forestry Production and Trade","Rwanda","Import Quantity","Other papers mainly for packaging","2016","4"
"Forestry Production and Trade","Rwanda","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","284"
"Forestry Production and Trade","Rwanda","Export Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","49"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","43"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","1"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","100"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Wood charcoal","2016","11"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Wood chips and particles","2016","73"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Wood residues","2016","6"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Sawnwood, coniferous","2016","1911"
"Forestry Production and Trade","Saint Kitts and Nevis","Export Quantity","Sawnwood, coniferous","2016","0"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Sawnwood, non-coniferous all","2016","265"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Plywood","2016","62896"
"Forestry Production and Trade","Saint Kitts and Nevis","Export Quantity","Plywood","2016","1.85"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Particle board","2016","11"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Hardboard","2016","4"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Other fibreboard","2016","9"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Newsprint","2016","914"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Printing and writing papers","2016","20"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","4"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Printing and writing papers, uncoated, wood free","2016","9"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Printing and writing papers, coated","2016","7"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Other paper and paperboard","2016","5684"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Household and sanitary papers","2016","3273"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Wrapping and packaging paper and paperboard","2016","2333"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Cartonboard","2016","1000"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Wrapping papers","2016","1314"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Other papers mainly for packaging","2016","19"
"Forestry Production and Trade","Saint Kitts and Nevis","Import Quantity","Other paper and paperboard n.e.s. (not elsewhere specified)","2016","78"
"Forestry Production and Trade","Saint Lucia","Production","Wood fuel, coniferous (production)","2016","0"
"Forestry Production and Trade","Saint Lucia","Production","Wood fuel, non-coniferous (production)","2016","9757"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wood fuel, all species (export/import)","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Industrial roundwood, coniferous (export/import)","2016","309"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Industrial roundwood, non-coniferous tropical (export/import)","2016","1"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Industrial roundwood, non-coniferous non-tropical (export/import)","2016","350"
"Forestry Production and Trade","Saint Lucia","Production","Wood charcoal","2016","354"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wood charcoal","2016","5"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Wood charcoal","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wood chips and particles","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wood residues","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Sawnwood, coniferous","2016","21186"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Sawnwood, coniferous","2016","387"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Sawnwood, non-coniferous all","2016","1017"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Sawnwood, non-coniferous all","2016","1"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Veneer sheets","2016","5"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Plywood","2016","8192"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Plywood","2016","3"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Particle board","2016","2"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Hardboard","2016","21"
"Forestry Production and Trade","Saint Lucia","Import Quantity","MDF/HDF","2016","209"
"Forestry Production and Trade","Saint Lucia","Export Quantity","MDF/HDF","2016","35"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Other fibreboard","2016","34"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Chemical wood pulp","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Chemical wood pulp, sulphate, bleached","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Pulp from fibres other than wood","2016","0"
"Forestry Production and Trade","Saint Lucia","Production","Recovered paper","2016","1000"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Recovered paper","2016","38"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Recovered paper","2016","1094"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Newsprint","2016","60"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Printing and writing papers","2016","367"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Printing and writing papers","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Printing and writing papers, uncoated, mechanical","2016","35"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Printing and writing papers, uncoated, wood free","2016","180"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Printing and writing papers, coated","2016","152"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Printing and writing papers, coated","2016","0"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Other paper and paperboard","2016","713"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Other paper and paperboard","2016","4490"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Household and sanitary papers","2016","602"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wrapping and packaging paper and paperboard","2016","107"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Wrapping and packaging paper and paperboard","2016","4258"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Case materials","2016","26"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Case materials","2016","1444"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Cartonboard","2016","25"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Cartonboard","2016","1615"
"Forestry Production and Trade","Saint Lucia","Import Quantity","Wrapping papers","2016","48"
"Forestry Production and Trade","Saint Lucia","Export Quantity","Wrapping papers","2016","1199"
